marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	42006015	R29EP0HGTKZVFG	B00WK55BQ6	26772824	Deecam D200 1280x720P HD H.264 Wireless/Wired IP Camera with Two-Way Audio IR-Cut Filter Nithgt Vision Pan/Tilt Control, QR Code Scan Phone remote monitoring supported (Black)	Camera	5	0	0	N	N	Excellent IP/Wifi camera - great video quality, tons of features	The Tenvis D200 (aka Tenvis TH661, Deecam D200) is a network-attached camera. The box contains the following:<br />• The camera<br />• Ethernet (network) cable<br />• Power adapter<br />• Mounting bracket, with screws and wall plugs<br />• Software CD (Mini CD)<br />• Manual<br /><br />The camera housing is made of shiny black plastic but it feels nicely weighted and solid. There's a wifi antenna on the back (it doesn't appear to be replaceable, unfortunately), a Micro SD/SDHC card slot (documentation claims that cards up to 32GB are supported - I had no problems using a 32GB card), an Ethernet port and a socket for the power adapter. The manual is surprisingly good - it covers the initial setup steps clearly. The manual and provided software is also available online (see below).<br /><br />Setup is straightforward. I connected it to my wired network and it found an IP address within a few seconds. I did initial setup using the Life Online app on my iPhone but it's also possible to use the Tenvis app (available for Apple iOS and Android). The camera supports both wired and wireless connections - the wireless worked fine for me (2.4GHz only) but I prefer using the wired connection for performance/stability reasons. Connectivity to your wireless network can be setup using the app.<br /><br />In addition to managing the camera using a mobile app, there is also a web interface - just browse to the IP address that the camera is on and log in with your administrator username and password. The web interface allows you to configure far more options than the mobile app. For example, it allows for some advanced functions like triggering an ftp upload of a photo/video or email from an alert, which is very useful. If you're unsure of the address of your camera, you can use the provided Tenvis Search Tool, which will find it automatically (this works for Windows and Mac). You can also view the camera feed from the web interface and I had no problem accessing it from a Mac.<br /><br />In use, I'm very impressed with this camera. The image quality is excellent, both during the day and at night, and maximum resolution is 1280x720 (ie 720p). Setting up alerts (to record when movement is detected) is very easy and works well but you will need to provide an SD/SDHC card to record to the camera itself. Another thing I like is that it's easy to move the camera (tilt and pan) remotely. Unfortunately movement below the horizontal is limited, so if you're not using the bracket, don't mount it too high up otherwise you won't be able to see too far below the camera's position. But that's a minor criticism, really.<br /><br />The camera has a built-in microphone and can record audio. I can also be used for two way communication but I found it a bit clunky as you need to switch modes in the app from listening to speaking each time you want to say something and then hear the response.<br /><br />Note: Disable the UPnP and P2P settings on the camera or make sure the appropriate ports are blocked on your router so that your camera is not accessible from the Internet. In the past some models of Tenvis cameras have had security problems (just search online for &#34;Tenvis security hole&#34;) so you *do not* want these cameras exposed to the Internet.<br /><br />Pros:<br />+ Easy to set up<br />+ Very good image quality, both during the day and at night<br />+ Excellent functionality<br />+ Fully-featured web interface<br /><br />Cons:<br />- Limited movement below the horizontal<br />- Two-way audio a bit clunky<br />- Very important: make sure you disable the UPnP/P2P functionality<br /><br />As mentioned, you can download the manuals and additional software online (just search for &#34;Tenvis D200&#34; or &#34;Tenvis TH661&#34; for this particular model).<br /><br />Overall, I'm very impressed with this camera. It offers a lot of features for the money - for under $60, it's a bargain. Highly recommended. Note - this camera may be available froma few sellers, so make sure you price compare before buying!s, so make sure you price compare before buying!	2015-08-31
US	34584405	RK6ZADB3W80HN	B001NY1UJM	14533641	CowboyStudio 220 Watt Photography Studio Monolight Flash Lighting Kit - 2 Studio Flash/Strobe	Camera	5	0	0	N	Y	Five Stars	Love it.	2015-08-31
US	16186864	R2JF6AADBJXWPS	B002VPE1WK	839407277	AmazonBasics Backpack for SLR/DSLR Cameras and Accessories - Black	Camera	5	0	0	N	Y	Great Case!	This case was a nice upgrade from my old bag. As the number of lenses grew I needed something to carry them in from shoot to shoot. This was it at a very reasonable price.	2015-08-31
US	33763153	R3RZWFHXPJBX7E	B00K8ROOE8	720565570	Fujifilm TLC-X100 Tele Conversion Lens - Black - for X100 / X100s	Camera	5	0	0	N	Y	Five Stars	Works perfectly with no degradation of quality.	2015-08-31
US	38303643	RATA5LZ9AUZXV	B00B6060O8	997481800	2 Pack Battery And Charger Kit For Fujifilm FinePix XP70 XP80, XP90, XP120 Waterproof Digital Camera Includes 2 Replacement (1000Mah) Fuji NP-45A, NP-45s Batteries + Ac/Dc Charger + Float Strap + More	Camera	5	0	0	N	Y	Five Stars	great deal	2015-08-31
US	43453766	RJESZP9LQGJ7D	B001DO2XWA	897176077	Nikon 25780 EN-EL12 Rechargeable Li-ion Battery for Select Coolpix Models	Camera	2	0	0	N	Y	warning! don't try to recharge these with ...	don't try to recharge these with an auto charger cord or adapter plug! it will actually drain the battery.	2015-08-31
US	106551	R3GDNNMICSCQ8X	B00Y4X359W	682488441	MegaGear "Ever Ready" Protective Leather Camera Case, Bag for Samsung NX500 with 16-50 mm Compact System Camera	Camera	5	0	0	N	Y	This is a very nice bag	It's a pretty amazing value for the price. Very satisfied. Arrived much sooner than estimated. I would recommend to everyone.	2015-08-31
US	24755112	RB1K8MBAIQ0Z7	B00HQWZ6UY	424872875	Nikon Coolpix S2800 20.1 MP Point and Shoot Digital Camera with 5x Optical Zoom	Camera	5	0	0	N	Y	Five Stars	Thank you	2015-08-31
US	12944057	R20IF1VPP1YLTY	B00R4YCKIK	131870378	AmazonBasics Head Strap Camera Mount for GoPro	Camera	5	0	0	N	Y	Would buy again no hesitation.	Love this! Took it all over Cancun through sinkholes and zip lines hundreds of feet without a worry!	2015-08-31
US	24044082	R2P94H0KXQAFA3	B0051G9ZTK	473191269	Filters, Filter Kits / UV CPL FLD Kit	Camera	5	0	0	N	Y	Five Stars	Lenses were a great deal for the price. Seem to be quality. Definitely would buy again	2015-08-31
US	10302456	R3VC6J2787BC8K	B00MUQER5Q	38953458	Action Camera 4K WiFi Camera 16MP WIMIUS Q1 Ultra HD Sports Waterproof Camera Include Waterproof Case	Camera	5	0	0	N	Y	Five Stars	Great Product!!! fast Shipping!!	2015-08-31
US	28334098	R30OJ7ZIFGUFF1	B005M226Y4	297607479	Alzo Multi-Mount for Attaching Video Gear- Incl. Microphones & Lights To Dslr Or Camcorders Or Video Cameras	Camera	1	2	2	N	Y	It looked cool, and it also looked like it was just ...	I dont recomend this product at all. Each of the sliders are different sizes! they are just slightly off so they dont fit every mount. There are also no stoppers on the mount slides at all. So if the mount becomes loose, and your camera shifts forward, all the equipment on each of the mounts will plumit to the ground. The center bracket is so small it does not fit anything im wanting to put there. Not really sure what the poiint of it is.<br /><br />I was really excited about this product. It looked cool, and it also looked like it was just what I needed. But that was not the case.<br /><br />Really un happy with this, and will ship it back	2015-08-31
US	43581966	R3L338XVS9MK7X	B00JTST9RE	546835786	EZOPower Samsung SLB-10A Battery With Charger Kit	Camera	5	0	0	N	Y	Five Stars	Quick shipment and good value!	2015-08-31
US	3200070	R3FJ319XA6ZAUQ	B00ZI7IH1E	450586100	Funlux? 8CH Full 960H DVR Security Systems	Camera	2	21	25	N	Y	Mediocre	The product is great if you like winging it without good instructions. Didn't tell me what kind of HDD (any 3.5 inch will do) to buy or even how to install it. Also a cable was broken straight out of the packaging and one of the cameras has very low quality resolution compared to the others.<br /><br />The point is that it works, and it barely meets the &#34;mediocre&#34; quality level.	2015-08-31
US	21510319	RP62FGKQ59Q24	B007X59LTG	785951537	LumoPro LP605 7 Foot Compact Light Stand	Camera	5	0	0	N	Y	Great well made lightstand.	Great lightstand!!!!! What I like most about it is, you can get it low to the ground. Great for setting behind a model and shining a light on the background. Works great for photographing dogs with it low to the ground. Sturdy, well made.	2015-08-31
US	109804	RSAR6IBC30LNY	B00WFZO8Y2	778408354	Security Camera, JOOAN 605HRA 1000TVL Bullet Camera CCTV Analog Camera Home Security Systems With HD Night Vision	Camera	5	4	5	N	N	Recommend	Good! Easy installation and setup, reasonable price, nice pix.	2015-08-31
US	40838582	R3EGDSBRHE97IS	B00PZAMRY2	324050665	Holy Stone RC Quadcopter Drone with HD 720p Camera,4CH 2.4Ghz 6-Gyro Headless Mode, includs BONUS BATTERY	Camera	5	0	0	N	Y	Five Stars	excellent product for the price	2015-08-31
US	18418407	R3QV173TQQMHU1	B004G1AOSM	923516715	Fotodiox Pro Lens Mount Adapter w/ De-Clicked Aperture Dial, Nikon G, DX Lens to Sony E-Mount NEX Cameras	Camera	4	0	0	N	Y	... lenses the manual aperture ring it is not so good as in a nikon manual lens good as comparison ...	seems to attach correcto to nikon g lenses<br /><br />the manual aperture ring it is not so good as in a nikon manual lens<br /><br />good as comparison of other cheaper brands, not excelent	2015-08-31
US	11210951	R3GPPJ9UCD0LI	B005IAXVMG	792575127	Dicapac WP-ONE Point & Shoot Digital Camera Waterproof Case	Camera	5	0	0	N	Y	Works great. Totally worth it	Purchased this for snorkling in Key West for our Canon Elph. It works great. I'm sure it's not nearly as good as an actual underwater camera but for the price this case it's a keeper!	2015-08-31
US	46588192	R1A2KE1ZM4YHMC	B002GD8TQG	827182344	Compact Battery Charger Set for Canon LP-E6	Camera	5	0	0	N	Y	Five Stars	It is well worth getting these chargers when you add the battery pack to your camera.	2015-08-31
US	109519	R2ZLIDZ7UMJHWV	B00BB4UKOK	609432277	F90 Parent	Camera	5	0	1	N	N	I like this sort of style	I love these old style cameras and although the video quality is not great, I just like the style.	2015-08-31
US	1970295	R2UW7IXPX226DT	B00SF5HFO6	315282967	Original Sjcam Sj4000 Wifi Action Camera Sports Helmet Head Video Camcorder (black)	Camera	5	0	0	N	Y	Perfect	Bought this a few days before a trip to Wisconsin  Dells.  It was everything I hoped for and more. The photo quality and video quality were perfect. Underwater photos were perfect. Overall I am very impressed with it.  And for the price I'd choose this over Gopro.	2015-08-31
US	45046643	R1PRCVFTGK54HZ	B0046710G6	480886069	Foscam FI8918W Wireless/Wired Pan & Tilt IP/Network Camera with 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle)	Camera	1	1	1	N	Y	No continuous streaming	Ended up returning this item as it did not correctly describe that it does not support continuous streaming.	2015-08-31
US	10030674	R1X2N7T38ZJUNC	B0089JV88C	886239557	eSecure ES185290 CCTV Camera - 1200TVL Sony IMX238 HD Day Night Vision 3.6mm Lens 24 IR Led Indoor Outdoor Home Security Surveillance Aluminum Dome Camera (Gray)	Camera	2	0	0	N	Y	Has distortion	Has a defect. A line straight across. I'll keep it only because I got it on a great deal.	2015-08-31
US	42845702	R2VGKFL196O1V9	B00D76RNLS	957768018	Manfrotto MTPIXI-B PIXI Mini Tripod, Black	Camera	5	3	3	N	Y	Great for backpacking	I've been using this with my Sony a6000 and it's the perfect combination for backpacking. It fits nicely in [[ASIN:B004RJZKJ6 RIBZ Front Pack Medium Alpine Green GRN-M-1000]] along with the [[ASIN:B00JD4TAWI Rokinon 12mm F2.0 NCS CS Ultra Wide Angle Lens Sony E-Mount (NEX) (Black)  (RK12M-E)]]. The tripod itself feels very solid and can balance the a6000 even with an 18-200mm lens. The ball mechanism is surprisingly smooth when adjusting then is rock solid when it's locked. No it's not the lightest mini tripod in the market but it's sturdy as anything.	2015-08-31
US	45430663	R3FZ2O4QUYHKQ1	B007VGGIB6	170089990	Nikon WU-1a Wireless Mobile Adapter for Nikon Digital SLRs	Camera	4	1	1	N	Y	Otherwise it's awesome!	When I used this, it completely drained a newly charged camera battery in 3 hours. Thankfully I own a backup battery. Otherwise it's awesome!	2015-08-31
US	51865210	R1KVAYVOOAQBVF	B00RVGHABS	594345217	DBPOWER 5MP 20-300X USB Digital Microscope Magnifier Video Camera with 8-LED, Base Stand,Software for Windows, Mac, Vista	Camera	4	1	2	N	N	Good microscope at good price point	The microscope came packaged very well, which was a relief compared to some prior experiences I have had.  Packed inside the box is the USB microscope, stand, USB cable, an installation software (CD) a manual, a quick start guide, and calibration chart.  However, if you do not have a CD&#60; you can get the manual and software online.  Assembly was easy and intuitive, taking about one minute.  The software installed on my Dell Windows 7 system with no issues.<br /><br />Simply plug the microscope into the computer and you are off and running.  The software of course interfaces with the computer and does so exceedingly well.  You can even open the interface software to a full window. To view objects, one knob provides general control and the other provides fine tuning.  This is perhaps where a more expensive unit might be better suited for some.  The fine tuning takes effort.  A variable light adjustment is provided on the cable, as well as a trigger/shutter control for the camera. The shutter button works very well and the software provides a means of organizing your images.  It is important to remember that there is no viewing piece on the microscope.  Instead, you view images on your computer.  Magnification, up to 330x, is controlled through the software.<br /><br />The general design of the microscope is good for the intended purpose.  The base is heavy enough and seems secure.  Enough control points are provided, allowing you to hold down slides.  Note-  I was provided a sample for a no obligation review.	2015-08-31
US	38748540	R1IC3EUE1F8WAH	B00US4QCWS	999932975	Grizzly Camera Bean Bag (MEDIUM-DARK BROWN), Photography & Video Bean Bag, Camera Support, Camera Sandbag, Spotting Scope Support, Birders Bean Bag, Tripod, African Safari, Photography Tours.	Camera	5	0	0	N	Y	bag +5. Beads_3	Bag is great.  Filling it with your filler is awful.  Had little balls everywhere.  There has got to be a better way!	2015-08-31
US	43626139	R1DLB27Y4T1IK7	B008O0LMLO	587942076	GE Motion-Tracking LED Security Spotlight Smart Track Technology	Camera	3	1	2	N	Y	weird little robotic guy I guess it works great for scaring people	weird little robotic guy  I guess it works  great for scaring people	2015-08-31
US	19922787	R328A9U9YZ29XL	B0007WK8MQ	748891556	Tamron AF 18-200mm f/3.5-6.3 XR Di II LD Aspherical (IF) Macro Zoom Lens	Camera	5	3	3	N	Y	The range of focus from 18-200mm is perfect for me as an amateur photographer	This lens does exactly what I needed from a lens. The range of focus from 18-200mm is perfect for me as an amateur photographer. I stood at the end of my street and took a wide angle picture, then I zoomed in on the house at the end of the street about two blocks away. Both pictures were very sharp. I was amazed at the quality and detail of the close up. I am very happy that I found this lens at such a great price!	2015-08-31
US	39612912	R10O5MI2N4A6F8	B00FM2CAZ4	17875266	LaView Pano LaView 1080P HD IP Wi-Fi Wireless Security Surveillance Camera, White (LV-PWF80216-W)	Camera	5	0	0	N	Y	Great system for price	This is not a bad camera system for the price.  The system software is easy to use and step up is fairly simple.  The camera quality is not bad considering the price is much less than other systems.  I will defiantly purchase another of these for the shop because the system is hard to beat for the price.	2015-08-31
US	12516845	RUQJUB5NJFEEQ	B00F19PYR4	223800886	GoPro Head Strap Mount	Camera	5	0	0	N	Y	Five Stars	love it	2015-08-31
US	36884316	R2XXYIXGKT21OA	B00ZDWGM34	421352815	RX100M4 Parent	Camera	4	3	3	N	Y	Love the camera	Love the camera, especially the size. Zoom isn't very much and can't seem to get it to connect with my Wifi on my PC or my Smart Phone yet. Needs some assistance with that but haven't had the time to call company for help yet. Other than that I love the camera so far.	2015-08-31
US	34364467	R28BD6ZF21O2PW	B004NBZB4W	465560943	Panasonic 16.1MP Digital Camera with 8x Wide Angle Image Stabilized Zoom and 2.7 inch LCD	Camera	3	0	0	N	Y	Pixel madnesss. Buy CMOS sensors.	Too many unusable  pixels , too much noise beyond 400.	2015-08-31
US	47737813	R2HS9OJNBG15M2	B003G3QK4S	32443880	Canon EF Lenses Microfiber Cleaning Cloth for Digital SLR Cameras and Lenses	Camera	5	0	0	N	Y	Five Stars	Perfect for glasses	2015-08-31
US	42571049	RNMWZELERRKEY	B000QUFL1C	199306140	Pelican 1699 Lid Organizer (Black)	Camera	4	0	0	N	Y	Four Stars	I really like the storage pouches, I wish they came in different configuration options for the 1690 case.	2015-08-31
US	39285411	R2IJY0CRI9RV0E	B000HJPK2C	891378249	Nikon 70-300 mm f/4-5.6G Zoom Lens with Auto Focus for Nikon DSLR Cameras	Camera	5	0	2	N	Y	Five Stars	Excellent product.	2015-08-31
US	20685469	RJEQ3VV8TVJE0	B00NFE89B0	133043642	DSTE® 2x NP-400 Rechargeable Li-ion Battery Pack for Konica Minolta A-5 A-7 Digital Dimage A1 A2 Dynax 5D 7D Maxxum 5D 7D Camera as Pentax D-LI50	Camera	5	2	2	N	Y	Five Stars	Works like original battery in my Minolta digital camera	2015-08-31
US	38498487	R6BKW494BFBUI	B00TAUWO46	310825136	LoadStone Studio LGG413 Photo Studio LED Lighting Kit (Black/White)	Camera	3	0	0	N	Y	Three Stars	one of the lights does not fit right.	2015-08-31
US	26309688	R2UZDBPQW0QV6C	B011T19VMG	815909985	CLOVER 2 Pairs DJI Original Composite Hub 9450 Self-tightening Propeller 9" CW+CCW Props for Phantom 3 Professional / Advanced / Standard Quadcopter / E310 / E305 / E300 / Flame Wheel	Camera	5	2	3	N	Y	Great upgrade for Phantom 2	Lightweight, nice balance and cool looking. These fit on my Phantom 2, just for all those wondering.	2015-08-31
US	14678185	R1FA0XH5XII5XV	B0036ORZE6	814141580	Nikon Coolpix S8000 14.2MP Digital Camera with 10x Optical Vibration Reduction (VR) Zoom and 3.0-Inch LCD	Camera	5	0	0	N	Y	Super deal on a great camera	This is a superb value for this camera.  The quality of this Nikon model, as far as a point-and-shoot, far surpasses any other camera in its class.  As far as the price, I don't know how the vendor does it.  My camera came with an exhausted battery and no charger.  No big deal, I had a charger and spare batteries from a similar model I owned, but dropped and broke.  Highly recommend.	2015-08-31
US	52076792	R7EHKO62HG485	B00T87C78E	772558999	S3 i9300, S4 i9500, S5 G-900H, HTC One, and for Most Smartphones	Camera	4	0	0	N	Y	I got this thinking it would work to start and ...	I got this thinking it would work to start and stop video, but it works only as a shutter for the still camera.	2015-08-31
US	27665277	RYDMC9WE4FJF6	B00B1JY7US	689875671	Driveway Parking Patrol Sensor and Receiver Kit - Wireless up to 400ft -by Unique Imports	Camera	5	0	0	N	Y	Five Stars	we use this as a doorbell for work	2015-08-31
US	52695798	R1K4S9FQ5PBX08	B00B2AFQJM	395522893	STK's Canon NB-1LH NB-1L Battery Pack - for Canon Powershot S500, S410, S400, S230, S300, S330, and CB-2LS Charger	Camera	5	0	0	N	Y	pleased with purchase	Fast shipping, pleased with purchase.	2015-08-31
US	1589319	R185ZLPNVU1QEJ	B00A8MP3GQ	559200732	dCables Canon PowerShot A4000 IS Battery Charger - Wall & Travel Charger for PowerShot A4000 IS	Camera	1	0	0	N	Y	not satisfied	The device didn't work .	2015-08-31
US	27403971	R3U2YQFJDFIR2O	B00WBU3HU2	311646205	Kodak CFH-V15 - HD WiFi Video Monitoring Surveillance Security Camera, Pan/Tilt, Two-Way Audio, Night Vision & Free Cloud Storage	Camera	4	0	0	N	Y	The camera itself is good, but I think the app is buggy	We have had the Kodak CFH-V15 for a week now.  The camera itself is good, but I think the app is buggy.  It tends to just sit there and churn when I click on my camera to view it. There is a 2-3 sec delay on the video, which is okay, but sometimes the app freezes, so it doesn't show the correct picture.  However, you can turn the mic on and listen to what is happening?  But what good is that.  You have to manually turn of event recording while you are home, or else you get videos of you and your family doing your normal routines.  The free 1-day cloud storage is good, and most products don't have that.  Quality of the picture is very good whether day or night.  However, if you leave it on auto, it will probably be on night vision (black/white) when not home, as not enough lighting. I have to set it to off during the day, so I can see in color.  Alerts are very good, and spot on.  But I would only use that when away from your house, or else you will get a lot of phone alerts, unless you turn off event recording or the mobile alerts.  I would give it 5 stars if it weren't for the phone app.  You can pan/tilt, but it's not a continuous movement, almost in frames, if that makes sense.  You can also manually set to record, but haven't checked to see how long it will run.  Overall good product, just wish they would fix the app issues, because those get frustrating.  Considering sending back and getting something else, but can't seem to find something better in the same price range with free cloud storage.  So really, really hoping they fix the app issues :)	2015-08-31
US	52801489	R175BRS6TYJWAW	B004GK3TBC	842561002	Halcyon Panasonic DMW-BMB9 BMB9 1500mAh 5 Year Warranty Replacement Panasonic Lithium Li-on Digital Camera Battery	Camera	5	0	0	N	Y	Fits My Lumix DMC-FZ70	When I bought my Panasonic LUMIX Dmc-FZ70, I knew I'd need a spare battery, but I wasn't sure that this would fit, especially since my particular model isn't listed on the product page.  I took a chance because 1. Amazon listed this battery as one often purchased with the camera and 2. It matched the battery number in the camera's manual.  I'm glad I took the chance because it works perfectly.  It holds a charge close to, if not as long as, the OEM battery that came with the camera.<br /><br />-- Debbie Lee Wesselmann	2015-08-31
US	37541001	R2D65PVDCMJF34	B00NBQ4SFI	248539959	Fujifilm Instax Mini Film for Instant Mini 7S Instax Mini 8 Instant Mini 25 Instax Mini 50S Instant Mini 90 Film Camera - Mickey Mouse 90th Anniversary, 10 Sheets	Camera	5	1	1	N	Y	Five Stars	Item was received just as described.	2015-08-31
US	41013999	RQ9Z9J9Y3Y744	B002IX56RE	206860386	CowboyStudio Durable Photography Backdrop Supporting System with 10 Feet Updated Crossbar and Case	Camera	5	0	0	N	Y	Five Stars	GOOD QUALITY	2015-08-31
US	51062094	R2CZG0P5IBBKSK	B00K899B9Y	745499552	Canon EF-S 10-18mm f/4.5-5.6 IS STM Lens	Camera	5	0	0	N	Y	A quality almost fisheye lens	Excellent quality at a very reasonable price.	2015-08-31
US	5182040	R2Y3OIDKWEM7TN	B00FN36M3I	50998201	Coleman CH200 XtremeTrail Hunting and Game Infrared 8.1MP Trail Camera Video Camera (Camouflage)	Camera	5	3	4	N	N	Pretty good game camera	Didn't get it from Amazon, but, that doesn't stop it from being a pretty good game/trail camera.  Their price is pretty competitive.  Setup (at least by the instruction book) is a real pia but the pics are very good. once it is setup. Lens is too fast, or too slow to catch EVERYTHING, (forget cars...) and preview lcd is non-existent, night pics are not very good unless your subject is within 30' or so, but the daylight pics are VERY good, great color.  Comes with a stretch strap; you don't realize how great a two piece buckle stretch strap is until you have to take a camera off of a tree to change batteries...  Battery life is good, don't use the included batteries, use a good quality alkaline instead.  Shop around, this unit is pretty cheap, (under a $100 in some places),and pretty good quality too.  (Have a pic of a black bear that will keep you indoors after sunset...;-)	2015-08-31
US	1452487	R1TVEBEBAIUHK7	B0000XMSKC	64195148	Orion 9024 AstroView 90mm Equatorial Refractor Telescope	Camera	3	2	6	N	Y	but other than that a fine refractor.	the tripod assembly is a tad difficult when assembling the unit, but other than that a fine refractor.	2015-08-31
US	4420653	R2SL0EICMOWRLQ	B00PG564QS	33331987	Blurex DJI Case	Camera	4	0	0	N	Y	but I'm satisfied!	Case was as advertised,strong,roomy,except for the prop guards,but I'm satisfied!	2015-08-31
US	52508763	RDQLCM6443LYR	B00IYY80JM	16445737	High Capacity Replacement Nikon EN-EL14 EN-EL14a Battery and AC/DC Quick Charger Kit for Nikon D5500 Nikon D5300, D5200, D5100, D3200, D3100, P7800, P7700, P7100, P7000 Cameras	Camera	5	0	0	N	Y	Thanks, Amazon	These seem to work just fine, but it is Amazon that gets my cheers. I fell ill in Barcelona and had to make a hasty exit and return to California. At home I just tossed my equipment in the corner and ignored it. Didn't even upload photos. A month later I find myself in New York with batteries going dead in 2 cameras. Spare batteries and chargers missing...probably still charging behind that hotel dresser in Spain. But, I ordered these shipped Prime to NY on Saturday and they were in the cameras on Tuesday. Thanks, Amazon!	2015-08-31
US	24198745	R1TL7ZR6ZWEUBS	B00JAJ9U8K	171213161	Vimtag, IP/Network ,Wireless, Video Monitoring, Surveillance, security camera	Camera	5	1	2	N	Y	Best Baby Monitor!	Great product. Better than all other baby specific monitors. Will buy again.	2015-08-31
US	48181832	R29WPUKWMGA0N1	B005DECJBQ	627916983	STK's Canon BP-511A Battery - 2200 mAH for Canon EOS 5D, 50D, 40D, 20D, 30D, 10D, Digital Rebel, 1D, D60, 300D, D30, Kiss, Powershot G5, Pro 1, G2, G3, G6, G1, Pro90 is, cannon BP-511, Canon Optura 20, Xi, 10, PI, 200MC	Camera	5	1	1	N	Y	... level then the camera maker's battery and at a fantastic price. They charge up and run just like ...	Batteries are rated at a higher level then the camera maker's battery and at a fantastic price.  They charge up and run just like the OEM unit at less than 1/4 the price of a new Canon batter.  Totally satisfied.	2015-08-31
US	37993489	R23SP6T4V7SS56	B00007IP4Y	536352240	Pentax 65792  XCF 10x50 Binoculars with Case	Camera	4	0	0	N	Y	Strap no good. Glasses were fine	Strap no good.  Glasses were fine.	2015-08-31
US	51087637	R22CYWDWQ4DP3X	B00AWKJPOK	840491020	Instax Parent	Camera	5	0	0	N	Y	Fun camera	This little camera is so much fun and my daughter has absolutely loved using it. It takes decent pictures, is quick, and easy to operate. Lots of fun to have with this!	2015-08-31
US	3966092	R3QJJOSZO27550	B00VBO0BNU	807348649	BAXIA TECHNOLOGY 44-in-1 Accessories for GoPro HERO 5 Session 4 3+ 3 2 1 Black Silver SJ4000/5000/6000, Sports Camera Accessories for Xiaomi Yi/ AKASO/ WiMiUS/ Lightdow/ DBPOWER/ APEMAN/ Aokon/ ANART	Camera	5	0	0	N	Y	Five Stars	ok.	2015-08-31
US	38856352	R22TIACAH22NG7	B007TW3QG2	84404203	Guardian Angel for 2 Kid's Tracker Child Children Locator Alarm Family Protection Security Babysitter	Camera	5	1	1	N	Y	Works great!	Keeps me at ease, took a lil bit of time to learn but got it down!	2015-08-31
US	2463093	R283TFHYVUONSP	B004UBZDV6	353120019	75-inch Professional Series Tripod w/ 3-way Head + Rugged Series Water Resistant, Adjustable Shoulder Strap, Heavy Duty, Shock Proof Pro Camcorder Carrying Case for Panasonic Ag-hmc42, Ag-hmc80 3mos, Ag-hpx170 P2hd Camcorder	Camera	2	0	0	N	Y	This Tripod is Garbage.	The tripod is one of the flimsiest tripods I have ever seen.  The head is made of plastic and sags under the weight of my camera. I has to find something ro wedge into the head so the camera woukd sit level. In the week I have been using it, I've had to ask my subjects to sit quietly once i frame the shot and wait until the camera stops swaying before I start recording using the remote because I don't dare touch the camera at this point.  It might do wekk for a smaller lighter camera but will still feel and act like the flimsy crap that it is.<br /><br />According to the ad the bag is supposed to fit a Panasonic AG-HMC80.  It almost does.  It is a quality bag with Vivitar's logos, so don't get me wrong.  Once I took out all the paddef partitions I was able to get the HMC80 into it, laying the camera on its side, just barely and the pressure the top puts on the view finder worries me a bit. It would be a great bag for a smaller camera.	2015-08-31
US	16474909	R21V4QMIEASB5B	B0014KL7R0	184012887	Wolverine WL100 Waterproof Case for SLR Camera	Camera	4	0	0	N	Y	Four Stars	GREAT SELLER PRODUCT WORKED GREAT	2015-08-31
US	36932050	R37C9XIE1ZA64	B00C697ZXS	176887293	BTExpert Battery for Toshiba Satellite A665-S6081 A665-S6085 A665-S6086 A665-S6087 10400mah 12Cell	Camera	4	0	0	N	Y	Breathed Life into an (Almost) Dead Laptop	Added some life to a laptop we were ready to toss out. Fits perfectly and seems to hold a charge reasonably well.	2015-08-31
US	12615542	R24LBPVGZJVPJB	B009A17FN0	508357264	MeFOTO Aluminum Roadtrip Travel Tripod/Monopod Kit - Gold (A1350Q1A)	Camera	5	0	0	N	Y	Five Stars	Great travel tripod could not believe how small it folds up to.Very strong for being so light.  Highly recommended	2015-08-31
US	33788671	R3QZHC93T8CMSU	B00LJLSPCY	478435906	Bi-convex Biconvex Lens Set 25mm Diameter 40mm Focal Length for Google Cardboard	Camera	5	1	1	N	Y	Great lenses for Google Cardboard	Made my own Google Cardboard.  These lenses did a great job and worked great.	2015-08-31
US	22017767	R22FY29USC8Y1G	B008EX4WKY	308664514	Olympus 260124 OM-D Camera Messenger Bag (Black)	Camera	5	0	0	N	Y	Handy, low price bag.	Nice bag when you want something light and don't need a lot of protection. Great price.	2015-08-31
US	18799295	R2RFLPGZDVMJ85	B00G24Z98G	992362806	Smatree SMACASE-G75-BR Carrying Case for Gopro Hero 5/4/3+/3/2/1 (Black & Red)	Camera	5	0	0	N	Y	Awesome little case!	Got this for my gopro hero 4 and it works perfect. Awesome little case and we'll built and great quality	2015-08-31
